,round,categ_num,categ_person,flg_max_num,id,age,gender,gpa,income,subject_risk,cheat_activity,cheat_disagree,inc,holt_risk,mean_side,mean_cat_person
206,3,1,3,1,v5u2lpx3,20.0,Male,9.0,10 000 - 20 000 rubles,4.0,1.0,10.0,2,4,0.875,2.0
207,3,2,3,0,bbjpbwsz,20.0,Female,8.0,20 000 - 40 000 rubles,7.0,3.0,8.0,3,6,0.75,2.5
208,3,3,1,1,rnp0bj7s,20.0,Female,8.0,40 000 - 70 000 rubles,5.0,3.0,6.0,4,6,0.75,1.0
209,3,3,1,1,6abqubju,19.0,Female,8.0,40 000 - 70 000 rubles,4.0,3.0,8.0,4,3,0.5,1.75
210,3,2,3,1,rvgteb3g,19.0,Female,8.0,20 000 - 40 000 rubles,8.0,4.0,6.0,3,9,0.875,2.5
211,3,1,1,0,obe5mwhf,21.0,Female,8.0,20 000 - 40 000 rubles,2.0,3.0,8.0,3,4,0.5,1.75
212,3,3,1,1,f3lxg2w5,21.0,Male,9.0,70 000 - 100 000 rubles,7.0,6.0,5.0,5,6,0.75,1.375
213,3,2,2,1,hd2fmrvz,19.0,Male,7.0,10 000 - 20 000 rubles,6.0,4.0,9.0,2,2,0.625,1.625
214,3,1,1,0,5okx6ma4,21.0,Male,9.0,>100 000 rubles,3.0,5.0,5.0,6,6,0.0,1.0
215,3,1,1,0,nt0ty2kl,21.0,Male,8.0,70 000 - 100 000 rubles,10.0,2.0,10.0,5,6,0.625,1.0
216,3,2,1,0,l1rb2j0z,21.0,Female,8.0,10 000 - 20 000 rubles,7.0,3.0,9.0,2,4,0.375,1.625
217,3,1,3,1,1rdx94cq,21.0,Male,7.0,>100 000 rubles,10.0,5.0,5.0,6,1,0.75,2.375
218,3,1,1,1,fsie3o6a,21.0,Female,8.0,40 000 - 70 000 rubles,6.0,4.0,8.0,4,8,0.75,1.0
219,3,1,1,0,yk8we7oo,21.0,Female,9.0,>100 000 rubles,1.0,3.0,5.0,6,6,0.375,1.25
220,3,2,2,1,evck7avu,21.0,Female,5.0,>100 000 rubles,3.0,4.0,6.0,6,1,0.625,1.125
221,3,1,1,1,f1g8nodq,20.0,Male,8.0,40 000 - 70 000 rubles,6.0,2.0,7.0,4,7,0.75,1.875
222,3,3,1,1,jdqa11s2,21.0,Female,9.0,20 000 - 40 000 rubles,3.0,7.0,7.0,3,6,0.625,1.625
223,3,2,3,1,knyd53il,20.0,Male,8.0,20 000 - 40 000 rubles,6.0,2.0,8.0,3,6,0.625,1.875
224,3,3,3,0,ooi7nekh,21.0,Male,7.0,70 000 - 100 000 rubles,8.0,2.0,8.0,5,6,0.375,3.0
225,3,3,1,0,l7zu3ga1,21.0,Female,8.0,>100 000 rubles,9.0,6.0,9.0,6,4,0.625,1.125
226,3,2,2,0,tenkfair,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,3.0,4,4,0.75,1.875
227,3,2,3,1,dw0p5aus,24.0,Female,8.0,70 000 - 100 000 rubles,6.0,4.0,9.0,5,4,0.5,2.625
228,3,3,1,0,nhrultn8,20.0,Female,7.0,40 000 - 70 000 rubles,7.0,8.0,2.0,4,6,0.5,1.75
229,3,1,1,1,knz9rl9y,20.0,Female,8.0,70 000 - 100 000 rubles,10.0,10.0,1.0,5,2,0.75,2.125
230,3,3,1,1,gisfg4h9,20.0,Female,9.0,70 000 - 100 000 rubles,8.0,4.0,8.0,5,6,0.625,1.0
231,3,2,1,1,5ud4qjhj,20.0,Male,5.0,20 000 - 40 000 rubles,7.0,6.0,8.0,3,6,0.75,1.625
232,3,1,1,1,exnfiplb,21.0,Female,8.0,20 000 - 40 000 rubles,7.0,8.0,7.0,3,4,0.5,1.0
233,3,1,3,1,4pwfi1p4,21.0,Female,8.0,70 000 - 100 000 rubles,3.0,9.0,2.0,5,4,0.625,2.0
234,3,1,1,1,l6bvwme4,21.0,Male,9.0,40 000 - 70 000 rubles,7.0,7.0,5.0,4,4,0.75,1.0
235,3,3,1,0,eqchj0w7,21.0,Male,9.0,<10 000 rubles,7.0,3.0,3.0,1,1,0.625,1.0
236,3,3,1,1,dg903mo3,21.0,Male,7.0,40 000 - 70 000 rubles,10.0,8.0,8.0,4,7,0.5,1.25
237,3,3,1,1,7iw5gvwz,21.0,Male,5.0,>100 000 rubles,5.0,10.0,3.0,6,6,0.5,1.0
238,3,2,3,1,w7tw5x8r,21.0,Female,8.0,20 000 - 40 000 rubles,9.0,3.0,2.0,3,6,0.75,1.875
239,3,1,1,0,6ixv8n1i,21.0,Female,9.0,20 000 - 40 000 rubles,8.0,2.0,5.0,3,8,0.5,1.25
240,3,3,3,1,0t505mu7,19.0,Male,5.0,10 000 - 20 000 rubles,9.0,5.0,8.0,2,7,0.5,2.625
241,3,2,1,1,b8icfsi6,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,10.0,4,4,0.875,1.0
242,3,3,2,1,e0bpat9i,22.0,Female,7.0,40 000 - 70 000 rubles,7.0,2.0,7.0,4,8,0.875,2.375
243,3,2,3,1,3qcyrqp3,24.0,Male,8.0,>100 000 rubles,8.0,2.0,8.0,6,9,0.5,2.5
244,3,1,3,1,qt4qf9sm,20.0,Female,6.0,10 000 - 20 000 rubles,8.0,4.0,6.0,2,9,0.625,2.625
245,3,3,3,1,glednkge,22.0,Male,7.0,40 000 - 70 000 rubles,8.0,2.0,8.0,4,8,0.5,2.25
246,3,1,2,0,19rd7obr,19.0,Female,9.0,<10 000 rubles,8.0,1.0,9.0,1,8,0.375,2.25
247,3,1,3,1,38z8h7xh,18.0,Male,6.0,<10 000 rubles,8.0,6.0,6.0,1,7,0.75,2.875
248,3,1,2,1,yjssiiak,21.0,Male,10.0,20 000 - 40 000 rubles,8.0,2.0,8.0,3,9,0.625,2.25
249,3,1,3,1,dqqwewna,19.0,Female,7.0,70 000 - 100 000 rubles,7.0,3.0,8.0,5,7,0.625,2.625
250,3,1,3,0,hold064k,20.0,Male,6.0,>100 000 rubles,8.0,4.0,8.0,6,7,0.75,2.125
251,3,3,1,0,p0wf5ypc,20.0,Female,9.0,20 000 - 40 000 rubles,7.0,2.0,8.0,3,8,0.625,2.125
252,3,3,3,1,uoxpq3xb,22.0,Female,8.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,9,1.0,2.25
253,3,3,2,1,iii1294w,21.0,Male,7.0,20 000 - 40 000 rubles,7.0,4.0,8.0,3,9,0.75,2.5
254,3,1,1,1,0cyoyx66,22.0,Male,8.0,70 000 - 100 000 rubles,6.0,1.0,8.0,5,7,0.625,2.25
255,3,3,2,0,ax6r14op,23.0,Female,9.0,>100 000 rubles,8.0,3.0,9.0,6,7,0.625,2.0
256,3,1,3,0,3622n19e,22.0,Female,7.0,70 000 - 100 000 rubles,7.0,2.0,9.0,5,9,0.875,2.625
257,3,2,3,1,kf5m570s,22.0,Female,6.0,20 000 - 40 000 rubles,6.0,3.0,6.0,3,7,0.75,2.625
258,4,1,1,1,b0s88jol,21.0,Male,9.0,10 000 - 20 000 rubles,6.0,3.0,4.0,2,7,0.5,1.75
259,4,1,3,1,fgy4bsys,20.0,Male,6.0,40 000 - 70 000 rubles,3.0,3.0,4.0,4,6,0.5,1.5
260,4,1,1,1,au42r31p,21.0,Male,8.0,20 000 - 40 000 rubles,6.0,5.0,6.0,3,6,0.75,1.0
261,4,3,1,0,dj8u2oej,21.0,Female,8.0,<10 000 rubles,3.0,1.0,10.0,1,6,0.125,1.0
262,4,3,1,1,6yhpp3ae,21.0,Male,7.0,<10 000 rubles,4.0,3.0,7.0,1,4,0.75,1.0
263,4,3,1,1,ccna7j4r,21.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,8.0,4,7,0.625,1.875
264,4,2,1,0,k5aiaq5z,19.0,Female,9.0,10 000 - 20 000 rubles,4.0,3.0,5.0,2,2,0.375,1.125
265,4,3,1,0,wwh5c4qx,20.0,Male,7.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,5,0.625,1.375
266,4,1,1,1,c4theher,22.0,Female,9.0,>100 000 rubles,7.0,3.0,6.0,6,6,0.75,1.75
267,4,1,1,1,gxzil8r6,21.0,Male,8.0,>100 000 rubles,8.0,3.0,10.0,6,4,0.75,1.0
268,4,2,1,1,vweul44w,20.0,Female,9.0,40 000 - 70 000 rubles,2.0,1.0,10.0,4,3,0.625,1.125
269,4,3,1,1,tssy3ee6,21.0,Female,6.0,20 000 - 40 000 rubles,8.0,3.0,8.0,3,7,0.75,2.125
270,4,1,2,0,9k4c7om1,20.0,Female,7.0,<10 000 rubles,6.0,3.0,4.0,1,5,0.5,1.25
271,4,2,1,1,w32okdcv,20.0,Male,7.0,20 000 - 40 000 rubles,3.0,1.0,10.0,3,5,0.625,1.625
272,4,1,1,0,xf3nj1in,21.0,Male,6.0,20 000 - 40 000 rubles,5.0,3.0,10.0,3,2,0.5,1.0
273,4,2,3,0,5y7x35fr,20.0,Female,8.0,10 000 - 20 000 rubles,6.0,5.0,5.0,2,5,0.375,1.375
274,4,3,1,1,xxwo1s8k,19.0,Female,9.0,40 000 - 70 000 rubles,3.0,2.0,8.0,4,7,0.5,1.125
275,4,1,1,1,pz2ntzyz,20.0,Female,6.0,20 000 - 40 000 rubles,5.0,4.0,6.0,3,4,0.75,1.0
276,4,3,1,1,lzu4f2al,20.0,Female,8.0,10 000 - 20 000 rubles,4.0,2.0,5.0,2,3,0.625,1.0
277,4,1,1,1,hqfyrx31,20.0,Female,9.0,70 000 - 100 000 rubles,5.0,3.0,3.0,5,2,0.875,1.0
278,4,3,3,1,ym95j2cc,20.0,Female,8.0,40 000 - 70 000 rubles,4.0,4.0,4.0,4,5,0.5,1.75
279,4,1,2,0,ynata8fr,21.0,Female,7.0,70 000 - 100 000 rubles,6.0,7.0,4.0,5,3,0.75,1.5
280,4,3,1,0,v2mnqbhc,21.0,Female,8.0,40 000 - 70 000 rubles,5.0,2.0,8.0,4,2,0.625,1.0
281,4,1,1,1,sqif5qxa,22.0,Male,7.0,40 000 - 70 000 rubles,2.0,4.0,5.0,4,3,0.625,1.0
282,4,1,3,1,k5kam98u,19.0,Female,8.0,20 000 - 40 000 rubles,4.0,5.0,6.0,3,2,0.75,1.875
283,4,2,3,1,7d15mdk2,19.0,Female,8.0,>100 000 rubles,8.0,2.0,9.0,6,5,0.875,2.375
284,4,1,3,0,4gzj35zj,21.0,Male,8.0,<10 000 rubles,7.0,2.0,7.0,1,5,0.5,1.75
285,4,2,2,1,x5dvpd1m,20.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,3.0,4,8,0.625,2.25
286,4,3,1,0,9a9rdfim,21.0,Male,8.0,70 000 - 100 000 rubles,2.0,3.0,10.0,5,2,0.125,1.25
287,4,1,1,1,vlt4uukn,20.0,Male,7.0,40 000 - 70 000 rubles,8.0,8.0,2.0,4,6,0.875,1.0
288,4,3,1,1,0ow5w7je,20.0,Male,7.0,20 000 - 40 000 rubles,8.0,5.0,8.0,3,6,0.875,1.25
289,4,3,1,1,7skvogqj,20.0,Female,7.0,20 000 - 40 000 rubles,5.0,9.0,8.0,3,5,0.625,1.5
290,4,3,1,1,d8ht1iwm,20.0,Male,10.0,10 000 - 20 000 rubles,3.0,3.0,7.0,2,3,0.375,1.0
291,4,1,1,0,9y70ywn0,19.0,Male,9.0,>100 000 rubles,8.0,1.0,5.0,6,4,0.5,1.0
292,4,2,3,0,v5u2lpx3,20.0,Male,9.0,10 000 - 20 000 rubles,4.0,1.0,10.0,2,4,0.875,2.0
293,4,1,2,1,bbjpbwsz,20.0,Female,8.0,20 000 - 40 000 rubles,7.0,3.0,8.0,3,6,0.75,2.5
294,4,1,1,0,rnp0bj7s,20.0,Female,8.0,40 000 - 70 000 rubles,5.0,3.0,6.0,4,6,0.75,1.0
295,4,3,1,1,6abqubju,19.0,Female,8.0,40 000 - 70 000 rubles,4.0,3.0,8.0,4,3,0.5,1.75
296,4,2,2,1,rvgteb3g,19.0,Female,8.0,20 000 - 40 000 rubles,8.0,4.0,6.0,3,9,0.875,2.5
297,4,1,1,1,obe5mwhf,21.0,Female,8.0,20 000 - 40 000 rubles,2.0,3.0,8.0,3,4,0.5,1.75
298,4,2,1,0,f3lxg2w5,21.0,Male,9.0,70 000 - 100 000 rubles,7.0,6.0,5.0,5,6,0.75,1.375
299,4,3,1,1,hd2fmrvz,19.0,Male,7.0,10 000 - 20 000 rubles,6.0,4.0,9.0,2,2,0.625,1.625
300,4,3,1,0,5okx6ma4,21.0,Male,9.0,>100 000 rubles,3.0,5.0,5.0,6,6,0.0,1.0
301,4,2,1,0,nt0ty2kl,21.0,Male,8.0,70 000 - 100 000 rubles,10.0,2.0,10.0,5,6,0.625,1.0
302,4,2,1,1,l1rb2j0z,21.0,Female,8.0,10 000 - 20 000 rubles,7.0,3.0,9.0,2,4,0.375,1.625
303,4,1,3,0,1rdx94cq,21.0,Male,7.0,>100 000 rubles,10.0,5.0,5.0,6,1,0.75,2.375
304,4,1,1,0,fsie3o6a,21.0,Female,8.0,40 000 - 70 000 rubles,6.0,4.0,8.0,4,8,0.75,1.0
305,4,1,1,0,yk8we7oo,21.0,Female,9.0,>100 000 rubles,1.0,3.0,5.0,6,6,0.375,1.25
306,4,2,1,0,evck7avu,21.0,Female,5.0,>100 000 rubles,3.0,4.0,6.0,6,1,0.625,1.125
307,4,2,1,1,f1g8nodq,20.0,Male,8.0,40 000 - 70 000 rubles,6.0,2.0,7.0,4,7,0.75,1.875
308,4,2,1,1,jdqa11s2,21.0,Female,9.0,20 000 - 40 000 rubles,3.0,7.0,7.0,3,6,0.625,1.625
309,4,3,1,1,knyd53il,20.0,Male,8.0,20 000 - 40 000 rubles,6.0,2.0,8.0,3,6,0.625,1.875
310,4,1,3,1,ooi7nekh,21.0,Male,7.0,70 000 - 100 000 rubles,8.0,2.0,8.0,5,6,0.375,3.0
311,4,3,2,1,l7zu3ga1,21.0,Female,8.0,>100 000 rubles,9.0,6.0,9.0,6,4,0.625,1.125
312,4,3,1,1,tenkfair,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,3.0,4,4,0.75,1.875
313,4,1,3,0,dw0p5aus,24.0,Female,8.0,70 000 - 100 000 rubles,6.0,4.0,9.0,5,4,0.5,2.625
314,4,2,1,0,nhrultn8,20.0,Female,7.0,40 000 - 70 000 rubles,7.0,8.0,2.0,4,6,0.5,1.75
315,4,3,3,0,knz9rl9y,20.0,Female,8.0,70 000 - 100 000 rubles,10.0,10.0,1.0,5,2,0.75,2.125
316,4,3,1,0,gisfg4h9,20.0,Female,9.0,70 000 - 100 000 rubles,8.0,4.0,8.0,5,6,0.625,1.0
317,4,1,3,0,5ud4qjhj,20.0,Male,5.0,20 000 - 40 000 rubles,7.0,6.0,8.0,3,6,0.75,1.625
318,4,1,1,0,exnfiplb,21.0,Female,8.0,20 000 - 40 000 rubles,7.0,8.0,7.0,3,4,0.5,1.0
319,4,2,3,0,4pwfi1p4,21.0,Female,8.0,70 000 - 100 000 rubles,3.0,9.0,2.0,5,4,0.625,2.0
320,4,2,1,1,l6bvwme4,21.0,Male,9.0,40 000 - 70 000 rubles,7.0,7.0,5.0,4,4,0.75,1.0
321,4,2,1,1,eqchj0w7,21.0,Male,9.0,<10 000 rubles,7.0,3.0,3.0,1,1,0.625,1.0
322,4,1,1,0,dg903mo3,21.0,Male,7.0,40 000 - 70 000 rubles,10.0,8.0,8.0,4,7,0.5,1.25
323,4,2,1,0,7iw5gvwz,21.0,Male,5.0,>100 000 rubles,5.0,10.0,3.0,6,6,0.5,1.0
324,4,3,1,1,w7tw5x8r,21.0,Female,8.0,20 000 - 40 000 rubles,9.0,3.0,2.0,3,6,0.75,1.875
325,4,3,1,1,6ixv8n1i,21.0,Female,9.0,20 000 - 40 000 rubles,8.0,2.0,5.0,3,8,0.5,1.25
326,4,1,2,0,0t505mu7,19.0,Male,5.0,10 000 - 20 000 rubles,9.0,5.0,8.0,2,7,0.5,2.625
327,4,3,1,1,b8icfsi6,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,10.0,4,4,0.875,1.0
328,4,1,2,1,e0bpat9i,22.0,Female,7.0,40 000 - 70 000 rubles,7.0,2.0,7.0,4,8,0.875,2.375
329,4,3,3,0,3qcyrqp3,24.0,Male,8.0,>100 000 rubles,8.0,2.0,8.0,6,9,0.5,2.5
330,4,1,2,0,qt4qf9sm,20.0,Female,6.0,10 000 - 20 000 rubles,8.0,4.0,6.0,2,9,0.625,2.625
331,4,2,2,1,glednkge,22.0,Male,7.0,40 000 - 70 000 rubles,8.0,2.0,8.0,4,8,0.5,2.25
332,4,3,1,0,19rd7obr,19.0,Female,9.0,<10 000 rubles,8.0,1.0,9.0,1,8,0.375,2.25
333,4,3,3,1,38z8h7xh,18.0,Male,6.0,<10 000 rubles,8.0,6.0,6.0,1,7,0.75,2.875
334,4,2,3,1,yjssiiak,21.0,Male,10.0,20 000 - 40 000 rubles,8.0,2.0,8.0,3,9,0.625,2.25
335,4,2,3,0,dqqwewna,19.0,Female,7.0,70 000 - 100 000 rubles,7.0,3.0,8.0,5,7,0.625,2.625
336,4,1,2,1,hold064k,20.0,Male,6.0,>100 000 rubles,8.0,4.0,8.0,6,7,0.75,2.125
337,4,1,3,1,p0wf5ypc,20.0,Female,9.0,20 000 - 40 000 rubles,7.0,2.0,8.0,3,8,0.625,2.125
338,4,2,1,1,uoxpq3xb,22.0,Female,8.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,9,1.0,2.25
339,4,3,2,0,iii1294w,21.0,Male,7.0,20 000 - 40 000 rubles,7.0,4.0,8.0,3,9,0.75,2.5
340,4,2,3,0,0cyoyx66,22.0,Male,8.0,70 000 - 100 000 rubles,6.0,1.0,8.0,5,7,0.625,2.25
341,4,1,3,1,ax6r14op,23.0,Female,9.0,>100 000 rubles,8.0,3.0,9.0,6,7,0.625,2.0
342,4,2,3,1,3622n19e,22.0,Female,7.0,70 000 - 100 000 rubles,7.0,2.0,9.0,5,9,0.875,2.625
343,4,2,3,1,kf5m570s,22.0,Female,6.0,20 000 - 40 000 rubles,6.0,3.0,6.0,3,7,0.75,2.625
344,5,2,1,1,b0s88jol,21.0,Male,9.0,10 000 - 20 000 rubles,6.0,3.0,4.0,2,7,0.5,1.75
345,5,1,3,1,fgy4bsys,20.0,Male,6.0,40 000 - 70 000 rubles,3.0,3.0,4.0,4,6,0.5,1.5
346,5,2,1,1,au42r31p,21.0,Male,8.0,20 000 - 40 000 rubles,6.0,5.0,6.0,3,6,0.75,1.0
347,5,3,1,1,dj8u2oej,21.0,Female,8.0,<10 000 rubles,3.0,1.0,10.0,1,6,0.125,1.0
348,5,3,1,1,6yhpp3ae,21.0,Male,7.0,<10 000 rubles,4.0,3.0,7.0,1,4,0.75,1.0
349,5,3,2,1,ccna7j4r,21.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,8.0,4,7,0.625,1.875
350,5,1,1,0,k5aiaq5z,19.0,Female,9.0,10 000 - 20 000 rubles,4.0,3.0,5.0,2,2,0.375,1.125
351,5,3,3,0,wwh5c4qx,20.0,Male,7.0,70 000 - 100 000 rubles,6.0,1.0,10.0,5,5,0.625,1.375
352,5,1,1,1,c4theher,22.0,Female,9.0,>100 000 rubles,7.0,3.0,6.0,6,6,0.75,1.75
353,5,3,1,1,gxzil8r6,21.0,Male,8.0,>100 000 rubles,8.0,3.0,10.0,6,4,0.75,1.0
354,5,1,1,0,vweul44w,20.0,Female,9.0,40 000 - 70 000 rubles,2.0,1.0,10.0,4,3,0.625,1.125
355,5,2,2,1,tssy3ee6,21.0,Female,6.0,20 000 - 40 000 rubles,8.0,3.0,8.0,3,7,0.75,2.125
356,5,1,1,1,9k4c7om1,20.0,Female,7.0,<10 000 rubles,6.0,3.0,4.0,1,5,0.5,1.25
357,5,1,2,0,w32okdcv,20.0,Male,7.0,20 000 - 40 000 rubles,3.0,1.0,10.0,3,5,0.625,1.625
358,5,2,1,0,xf3nj1in,21.0,Male,6.0,20 000 - 40 000 rubles,5.0,3.0,10.0,3,2,0.5,1.0
359,5,1,1,0,5y7x35fr,20.0,Female,8.0,10 000 - 20 000 rubles,6.0,5.0,5.0,2,5,0.375,1.375
360,5,1,1,1,xxwo1s8k,19.0,Female,9.0,40 000 - 70 000 rubles,3.0,2.0,8.0,4,7,0.5,1.125
361,5,3,1,0,pz2ntzyz,20.0,Female,6.0,20 000 - 40 000 rubles,5.0,4.0,6.0,3,4,0.75,1.0
362,5,2,1,1,lzu4f2al,20.0,Female,8.0,10 000 - 20 000 rubles,4.0,2.0,5.0,2,3,0.625,1.0
363,5,1,1,1,hqfyrx31,20.0,Female,9.0,70 000 - 100 000 rubles,5.0,3.0,3.0,5,2,0.875,1.0
364,5,1,1,0,ym95j2cc,20.0,Female,8.0,40 000 - 70 000 rubles,4.0,4.0,4.0,4,5,0.5,1.75
365,5,2,3,1,ynata8fr,21.0,Female,7.0,70 000 - 100 000 rubles,6.0,7.0,4.0,5,3,0.75,1.5
366,5,3,1,1,v2mnqbhc,21.0,Female,8.0,40 000 - 70 000 rubles,5.0,2.0,8.0,4,2,0.625,1.0
367,5,1,1,0,sqif5qxa,22.0,Male,7.0,40 000 - 70 000 rubles,2.0,4.0,5.0,4,3,0.625,1.0
368,5,2,2,0,k5kam98u,19.0,Female,8.0,20 000 - 40 000 rubles,4.0,5.0,6.0,3,2,0.75,1.875
369,5,2,3,0,7d15mdk2,19.0,Female,8.0,>100 000 rubles,8.0,2.0,9.0,6,5,0.875,2.375
370,5,2,1,0,4gzj35zj,21.0,Male,8.0,<10 000 rubles,7.0,2.0,7.0,1,5,0.5,1.75
371,5,2,2,1,x5dvpd1m,20.0,Female,8.0,40 000 - 70 000 rubles,7.0,6.0,3.0,4,8,0.625,2.25
372,5,3,1,0,9a9rdfim,21.0,Male,8.0,70 000 - 100 000 rubles,2.0,3.0,10.0,5,2,0.125,1.25
373,5,1,1,1,vlt4uukn,20.0,Male,7.0,40 000 - 70 000 rubles,8.0,8.0,2.0,4,6,0.875,1.0
374,5,2,1,1,0ow5w7je,20.0,Male,7.0,20 000 - 40 000 rubles,8.0,5.0,8.0,3,6,0.875,1.25
375,5,1,2,1,7skvogqj,20.0,Female,7.0,20 000 - 40 000 rubles,5.0,9.0,8.0,3,5,0.625,1.5
376,5,1,1,0,d8ht1iwm,20.0,Male,10.0,10 000 - 20 000 rubles,3.0,3.0,7.0,2,3,0.375,1.0
377,5,3,1,1,9y70ywn0,19.0,Male,9.0,>100 000 rubles,8.0,1.0,5.0,6,4,0.5,1.0
378,5,1,1,1,v5u2lpx3,20.0,Male,9.0,10 000 - 20 000 rubles,4.0,1.0,10.0,2,4,0.875,2.0
379,5,3,3,1,bbjpbwsz,20.0,Female,8.0,20 000 - 40 000 rubles,7.0,3.0,8.0,3,6,0.75,2.5
380,5,1,1,1,rnp0bj7s,20.0,Female,8.0,40 000 - 70 000 rubles,5.0,3.0,6.0,4,6,0.75,1.0
381,5,2,2,1,6abqubju,19.0,Female,8.0,40 000 - 70 000 rubles,4.0,3.0,8.0,4,3,0.5,1.75
382,5,3,2,1,rvgteb3g,19.0,Female,8.0,20 000 - 40 000 rubles,8.0,4.0,6.0,3,9,0.875,2.5
383,5,1,3,0,obe5mwhf,21.0,Female,8.0,20 000 - 40 000 rubles,2.0,3.0,8.0,3,4,0.5,1.75
384,5,3,1,1,f3lxg2w5,21.0,Male,9.0,70 000 - 100 000 rubles,7.0,6.0,5.0,5,6,0.75,1.375
385,5,3,1,1,hd2fmrvz,19.0,Male,7.0,10 000 - 20 000 rubles,6.0,4.0,9.0,2,2,0.625,1.625
386,5,2,1,0,5okx6ma4,21.0,Male,9.0,>100 000 rubles,3.0,5.0,5.0,6,6,0.0,1.0
387,5,3,1,1,nt0ty2kl,21.0,Male,8.0,70 000 - 100 000 rubles,10.0,2.0,10.0,5,6,0.625,1.0
388,5,1,1,0,l1rb2j0z,21.0,Female,8.0,10 000 - 20 000 rubles,7.0,3.0,9.0,2,4,0.375,1.625
389,5,1,1,1,1rdx94cq,21.0,Male,7.0,>100 000 rubles,10.0,5.0,5.0,6,1,0.75,2.375
390,5,3,1,0,fsie3o6a,21.0,Female,8.0,40 000 - 70 000 rubles,6.0,4.0,8.0,4,8,0.75,1.0
391,5,1,1,0,yk8we7oo,21.0,Female,9.0,>100 000 rubles,1.0,3.0,5.0,6,6,0.375,1.25
392,5,1,1,1,evck7avu,21.0,Female,5.0,>100 000 rubles,3.0,4.0,6.0,6,1,0.625,1.125
393,5,2,2,0,f1g8nodq,20.0,Male,8.0,40 000 - 70 000 rubles,6.0,2.0,7.0,4,7,0.75,1.875
394,5,1,3,1,jdqa11s2,21.0,Female,9.0,20 000 - 40 000 rubles,3.0,7.0,7.0,3,6,0.625,1.625
395,5,1,1,1,knyd53il,20.0,Male,8.0,20 000 - 40 000 rubles,6.0,2.0,8.0,3,6,0.625,1.875
396,5,3,3,0,ooi7nekh,21.0,Male,7.0,70 000 - 100 000 rubles,8.0,2.0,8.0,5,6,0.375,3.0
397,5,3,1,1,l7zu3ga1,21.0,Female,8.0,>100 000 rubles,9.0,6.0,9.0,6,4,0.625,1.125
398,5,1,2,1,tenkfair,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,3.0,4,4,0.75,1.875
399,5,2,2,0,dw0p5aus,24.0,Female,8.0,70 000 - 100 000 rubles,6.0,4.0,9.0,5,4,0.5,2.625
400,5,2,2,1,nhrultn8,20.0,Female,7.0,40 000 - 70 000 rubles,7.0,8.0,2.0,4,6,0.5,1.75
401,5,3,3,1,knz9rl9y,20.0,Female,8.0,70 000 - 100 000 rubles,10.0,10.0,1.0,5,2,0.75,2.125
402,5,1,1,0,gisfg4h9,20.0,Female,9.0,70 000 - 100 000 rubles,8.0,4.0,8.0,5,6,0.625,1.0
403,5,2,2,1,5ud4qjhj,20.0,Male,5.0,20 000 - 40 000 rubles,7.0,6.0,8.0,3,6,0.75,1.625
404,5,1,1,0,exnfiplb,21.0,Female,8.0,20 000 - 40 000 rubles,7.0,8.0,7.0,3,4,0.5,1.0
405,5,1,3,1,4pwfi1p4,21.0,Female,8.0,70 000 - 100 000 rubles,3.0,9.0,2.0,5,4,0.625,2.0
406,5,2,1,1,l6bvwme4,21.0,Male,9.0,40 000 - 70 000 rubles,7.0,7.0,5.0,4,4,0.75,1.0
407,5,3,1,0,eqchj0w7,21.0,Male,9.0,<10 000 rubles,7.0,3.0,3.0,1,1,0.625,1.0
408,5,1,2,0,dg903mo3,21.0,Male,7.0,40 000 - 70 000 rubles,10.0,8.0,8.0,4,7,0.5,1.25
409,5,1,1,0,7iw5gvwz,21.0,Male,5.0,>100 000 rubles,5.0,10.0,3.0,6,6,0.5,1.0
410,5,1,3,1,w7tw5x8r,21.0,Female,8.0,20 000 - 40 000 rubles,9.0,3.0,2.0,3,6,0.75,1.875
411,5,3,1,1,6ixv8n1i,21.0,Female,9.0,20 000 - 40 000 rubles,8.0,2.0,5.0,3,8,0.5,1.25
412,5,2,3,0,0t505mu7,19.0,Male,5.0,10 000 - 20 000 rubles,9.0,5.0,8.0,2,7,0.5,2.625
413,5,1,1,0,b8icfsi6,21.0,Female,7.0,40 000 - 70 000 rubles,7.0,5.0,10.0,4,4,0.875,1.0
414,5,2,3,1,e0bpat9i,22.0,Female,7.0,40 000 - 70 000 rubles,7.0,2.0,7.0,4,8,0.875,2.375
415,5,1,3,1,3qcyrqp3,24.0,Male,8.0,>100 000 rubles,8.0,2.0,8.0,6,9,0.5,2.5
416,5,2,3,1,qt4qf9sm,20.0,Female,6.0,10 000 - 20 000 rubles,8.0,4.0,6.0,2,9,0.625,2.625
